#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520621014560423941,-0.1589741200,-0.0383424018,0.0492163699,0.2177720550,0.1510794130,9.8611197156
1520621014565439941,-0.1725244626,-0.0252419705,0.0517765248,0.1877078622,0.0935230142,9.8196312879
1520621014570455941,-0.1840667512,-0.0156453787,0.0572822738,0.2153669196,0.0407586814,9.7124962788
1520621014575471941,-0.1920933573,-0.0054537130,0.0587277464,0.1672642110,-0.0012074871,9.6769789453
1520621014580487941,-0.1991145055,0.0044447768,0.0609807668,0.0854896066,-0.0311796288,9.7138305852
1520621014585501941,-0.2058906471,0.0093883711,0.0637366197,0.0674510909,-0.0503644706,9.6942684233
1520621014590516941,-0.2094060080,0.0140608001,0.0594499888,0.0181458146,-0.1175124943,9.7505967234
1520621014595534941,-0.2101536514,0.0207718184,0.0559854233,0.0037150021,-0.1702735490,9.7740315141
1520621014600547941,-0.2144230382,0.0263224762,0.0500835865,-0.0275517585,-0.1942539223,9.7906292477
1520621014605563941,-0.2139199073,0.0286624905,0.0468538870,-0.0155260813,-0.1810643143,9.8230393651
1520621014610580941,-0.2114036141,0.0330429841,0.0436360153,-0.0708441961,-0.1990471122,9.8572975125
1520621014615595941,-0.2111512959,0.0365520802,0.0390629454,-0.0840724410,-0.2146349075,9.8272257267
1520621014620611941,-0.2086404991,0.0380238276,0.0339290216,-0.0828698733,-0.2242281245,9.8632498389
1520621014625626941,-0.2046271078,0.0330740512,0.0330721238,-0.0107158105,-0.2086449186,9.8671809100
1520621014630643941,-0.1973433583,0.0298702198,0.0335752267,-0.0155260813,-0.1930557185,9.8311860662
1520621014635657941,-0.1877990131,0.0281343951,0.0302976020,-0.0323620293,-0.1402922286,9.7255433862
1520621014640673941,-0.1792563034,0.0275571588,0.0294656495,-0.0203363522,-0.0983232504,9.7323582725
1520621014645688941,-0.1676993721,0.0258148375,0.0288897500,-0.0347671647,-0.1115126711,9.6953229894
1520621014650703941,-0.1579001213,0.0264087306,0.0261705350,-0.0239440553,-0.1342971821,9.7301041800
1520621014655720941,-0.1450876172,0.0249626567,0.0239712495,-0.0347671647,-0.1450886030,9.6802478595
1520621014660735941,-0.1342881421,0.0220610577,0.0209529447,-0.0107158105,-0.1307007911,9.6695404307
1520621014665750941,-0.1204777895,0.0153711845,0.0184412309,0.0458048720,-0.1199129293,9.6108725713
1520621014670765941,-0.1081782211,0.0066417573,0.0156462099,0.0494125752,-0.1498917209,9.6073802577
1520621014675782941,-0.0933597721,0.0011134455,0.0147647969,0.1059332577,-0.1546926846,9.5708083349
1520621014680798941,-0.0790492839,-0.0067388552,0.0111610738,0.1588462370,-0.1846753162,9.5249989316
1520621014685813941,-0.0614672534,-0.0134345358,0.0113478181,0.1239717734,-0.1774777575,9.5148720666
1520621014690829941,-0.0471446786,-0.0169364647,0.0153527262,0.1384025859,-0.1798771623,9.5205446644
