#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1413393212225760512,0.094945911308491532,0.020245819323134219,0.058643062867009467,9.1283567083333317,0.10623870833333333,-2.6069344583333329
1413393212230760448,0.058643062867009467,0.035604716740684328,0.05166174585903216,9.422556208333333,1.1604535833333331,-2.623278875
1413393212235760384,-0.01117010721276371,0.027925268031909273,0.069813170079773182,9.3980395833333326,1.6180972499999999,-2.7050009583333332
1413393212240760576,-0.072605696882964116,0.033510321638291124,0.069813170079773182,9.4961060833333324,0.6701210833333332,-2.8194118749999997
1413393212245760512,-0.092153384505300612,0.036302848441482058,0.078888882190143686,8.9894291666666657,-0.13075533333333333,-2.7131731666666665
1413393212250760448,-0.058643062867009467,0.024434609527920613,0.10053096491487339,9.1773899583333325,-0.89077070833333327,-2.582417833333333
1413393212255760384,-0.0055850536063818549,0.0090757121103705145,0.11379546723003027,9.2999730833333327,-1.2340034583333332,-2.4761791249999998
1413393212260760576,0.037000980142279788,0.013264502315156905,0.10053096491487339,9.5860003749999994,-0.81722083333333329,-2.7458620000000002
1413393212265760512,0.061435589670200401,0.023736477827122883,0.091455252804502868,9.2754564583333323,0.073549874999999987,-2.582417833333333
1413393212270760448,0.044680428851054839,0.017453292519943295,0.076794487087750496,9.5369671250000003,0.49850470833333332,-2.6886565416666666
1413393212275760384,0.0097738438111682462,0.028623399732707,0.060039326268604934,9.471589458333332,0.40043820833333332,-2.6069344583333329
1413393212280760576,-0.018849555921538759,0.029321531433504733,0.071907565182166372,9.4961060833333324,0.22064962499999999,-2.9256505833333333
1413393212285760512,-0.032114058236695664,0.042586033748661642,0.086568330898918744,9.332661916666666,0.122583125,-2.7050009583333332
1413393212290760448,-0.043284165449459372,0.023038346126325153,0.084473935796525554,9.3980395833333326,-0.04903325,-2.8194118749999997
1413393212295760384,-0.0307177948351002,0.041887902047863905,0.094945911308491532,9.6595502499999988,-0.37592158333333331,-2.9174783749999995
1413393212300760576,-0.01117010721276371,0.041887902047863905,0.093549647906896058,9.1201845000000006,-0.43312704166666666,-2.4925235416666665
1413393212305760512,-0.00069813170079773186,0.024434609527920613,0.07749261878854824,9.2918008749999998,-0.4903325,-2.5987622500000001
1413393212310760448,0.020943951023931952,0.014660765716752367,0.071209433481368656,9.242767624999999,-0.40043820833333332,-2.5252123749999997
1413393212315760384,0.032812189937493394,0.008377580409572781,0.075398223686155036,9.4470728333333334,-0.098066500000000001,-2.6559677083333328
1413393212320760576,0.02652900463031381,0.0013962634015954637,0.089360857702109678,9.4961060833333324,0.26968287499999999,-2.6968287499999999
1413393212325760512,0.0062831853071795866,0.01117010721276371,0.097738438111682452,9.4470728333333334,0.44129924999999998,-2.7376897916666665
1413393212330760448,-0.011868238913561441,0.027925268031909273,0.10122909661567112,9.7085834999999996,0.25333845833333329,-2.8439284999999996
1413393212335760384,-0.028623399732707,0.037000980142279788,0.091455252804502868,9.7576167499999986,0.0,-2.8684451249999996
1413393212340760576,-0.028623399732707,0.041887902047863905,0.07749261878854824,9.5860003749999994,-0.17161637500000002,-2.7540342083333331
1413393212345760512,-0.018151424220741029,0.048171087355043489,0.070511301780570912,9.3244897083333331,-0.48216029166666663,-2.5006957499999998
1413393212350760448,0.0055850536063818549,0.02583087292951608,0.076794487087750496,9.0793234583333327,-0.51484912499999991,-2.3699404166666667
1413393212355760384,0.020943951023931952,0.016755160819145562,0.087964594300514204,9.2019065833333329,-0.17978858333333333,-2.5742456250000001
1413393212360760576,0.022340214425527419,0.008377580409572781,0.090757121103705138,9.2836286666666652,0.057205458333333334,-2.6151066666666667
1413393212365760512,0.0090757121103705145,0.0055850536063818549,0.08307767239493008,9.4879338749999995,0.13892754166666665,-2.7867230416666664
1413393212370760448,-0.0034906585039886592,0.025132741228718346,0.076794487087750496,9.8066499999999994,0.196133,-2.9665116249999999
1413393212375760384,-0.016057029118347832,0.041887902047863905,0.067020643276582248,9.5451393333333332,0.032688833333333334,-2.8357562916666668
1413393212380760576,-0.024434609527920613,0.029321531433504733,0.070511301780570912,9.3653507499999993,-0.16344416666666667,-2.6723121249999999
1413393212385760512,-0.012566370614359173,0.050963614158234416,0.075398223686155036,9.4552450416666662,-0.3105439166666667,-2.6804843333333328
1413393212390760448,0.0076794487087750501,0.032812189937493394,0.087964594300514204,8.8505016249999997,-0.196133,-2.4026292499999999
1413393212395760384,0.0013962634015954637,0.00069813170079773186,0.099832833214075656,9.2509398333333337,0.13892754166666665,-2.5497290000000001
1413393212400760576,-0.008377580409572781,0.016755160819145562,0.090757121103705138,9.7576167499999986,-0.040861041666666667,-2.7785508333333331
1413393212405760512,-0.01117010721276371,0.028623399732707,0.084473935796525554,9.6268614166666655,-0.25333845833333329,-2.9583394166666666
