#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403638518097829376,0.00069813170079773186,0.018849555921538759,0.07819075048934597,9.0874956666666655,-0.057205458333333334,-3.8245934999999998
1403638518102829568,-0.0041887902047863905,0.022340214425527419,0.07609635538695278,9.0139457916666661,-0.057205458333333334,-3.8000768749999998
1403638518107829504,-0.0020943951023931952,0.020943951023931952,0.07819075048934597,9.0139457916666661,-0.032688833333333334,-3.8000768749999998
1403638518112829440,-0.0041887902047863905,0.020943951023931952,0.078888882190143686,8.9322237083333338,-0.024516625,-3.8000768749999998
1403638518117829376,-0.0013962634015954637,0.0153588974175501,0.078888882190143686,8.9894291666666657,-0.089894291666666667,-3.7592158333333332
1403638518122829568,0.00069813170079773186,0.021642082724729686,0.080983277292536876,9.0221180000000007,-0.057205458333333334,-3.7837324583333327
1403638518127829504,-0.0020943951023931952,0.019547687622336492,0.08377580409572781,9.0466346249999994,-0.016344416666666667,-3.8164212916666664
1403638518132829440,0.0,0.024434609527920613,0.084473935796525554,9.0221180000000007,-0.065377666666666667,-3.8000768749999998
1403638518137829376,0.0,0.018151424220741029,0.08168140899333462,9.0466346249999994,-0.040861041666666667,-3.7919046666666665
1403638518142829568,0.00069813170079773186,0.025132741228718346,0.07958701389094143,9.0548068333333322,0.016344416666666667,-3.8245934999999998
1403638518147829504,0.00069813170079773186,0.020245819323134219,0.08237954069413235,9.0057735833333332,0.0,-3.7755602499999998
1403638518152829440,-0.0020943951023931952,0.021642082724729686,0.07819075048934597,9.0384624166666665,-0.040861041666666667,-3.7837324583333327
1403638518157829376,-0.0027925268031909274,0.017453292519943295,0.078888882190143686,8.9894291666666657,-0.024516625,-3.8000768749999998
1403638518162829568,-0.0041887902047863905,0.019547687622336492,0.076794487087750496,9.0629790416666669,-0.016344416666666667,-3.8245934999999998
