#x, y, size, angle, response, octave, class_id
83.000000, 7.000000, 31.000000, 149.415390, 0.054393, 0, -1
96.000000, 8.000000, 31.000000, 32.384430, 0.039377, 0, -1
78.000000, 9.000000, 31.000000, 202.421982, 0.032657, 0, -1
79.000000, 11.000000, 31.000000, 176.692307, 0.051909, 0, -1
75.000000, 14.000000, 31.000000, 165.781250, 0.043133, 0, -1
104.000000, 15.000000, 31.000000, 48.464020, 0.053074, 0, -1
76.000000, 16.000000, 31.000000, 74.829964, 0.031939, 0, -1
71.000000, 17.000000, 31.000000, 196.511017, 0.039735, 0, -1
73.000000, 18.000000, 31.000000, 72.521133, 0.036734, 0, -1
108.000000, 19.000000, 31.000000, 123.095329, 0.037753, 0, -1
67.000000, 21.000000, 31.000000, 191.335587, 0.040446, 0, -1
113.000000, 21.000000, 31.000000, 100.392418, 0.047776, 0, -1
118.000000, 23.000000, 31.000000, 294.157196, 0.051471, 0, -1
123.000000, 25.000000, 31.000000, 301.861420, 0.044681, 0, -1
64.000000, 27.000000, 31.000000, 68.255585, 0.043190, 0, -1
123.000000, 27.000000, 31.000000, 69.668716, 0.052663, 0, -1
127.000000, 29.000000, 31.000000, 312.002563, 0.051574, 0, -1
59.000000, 31.000000, 31.000000, 168.568939, 0.046954, 0, -1
134.000000, 33.000000, 31.000000, 342.247742, 0.043288, 0, -1
132.000000, 34.000000, 31.000000, 81.778435, 0.047053, 0, -1
136.000000, 37.000000, 31.000000, 43.696819, 0.054437, 0, -1
136.000000, 39.000000, 31.000000, 65.327034, 0.047372, 0, -1
50.000000, 40.000000, 31.000000, 196.885803, 0.029131, 0, -1
53.000000, 41.000000, 31.000000, 223.844604, 0.035200, 0, -1
142.000000, 41.000000, 31.000000, 32.815670, 0.031762, 0, -1
50.000000, 46.000000, 31.000000, 166.593948, 0.050008, 0, -1
48.000000, 47.000000, 31.000000, 161.785583, 0.030666, 0, -1
54.000000, 48.000000, 31.000000, 148.732544, 0.041823, 0, -1
53.000000, 50.000000, 31.000000, 136.970123, 0.046556, 0, -1
59.000000, 53.000000, 31.000000, 64.712250, 0.039612, 0, -1
64.000000, 56.000000, 31.000000, 236.827484, 0.038314, 0, -1
70.000000, 61.000000, 31.000000, 77.021393, 0.037553, 0, -1
75.000000, 62.000000, 31.000000, 290.161346, 0.046800, 0, -1
83.000000, 69.000000, 31.000000, 66.219986, 0.044695, 0, -1
89.000000, 73.000000, 31.000000, 118.292747, 0.050840, 0, -1
92.000000, 75.000000, 31.000000, 124.319168, 0.040124, 0, -1
97.000000, 77.000000, 31.000000, 41.978432, 0.047675, 0, -1
103.000000, 80.000000, 31.000000, 13.940477, 0.051262, 0, -1
114.000000, 84.000000, 31.000000, 259.228455, 0.032584, 0, -1
125.000000, 89.000000, 31.000000, 338.556641, 0.025692, 0, -1
120.000000, 94.000000, 31.000000, 22.670208, 0.038900, 0, -1
20.000000, 96.000000, 31.000000, 221.488892, 0.050991, 0, -1
23.000000, 99.000000, 31.000000, 216.003189, 0.058980, 0, -1
28.000000, 100.000000, 31.000000, 280.650726, 0.030724, 0, -1
22.000000, 101.000000, 31.000000, 185.153198, 0.031212, 0, -1
28.000000, 102.000000, 31.000000, 252.986115, 0.040318, 0, -1
113.000000, 103.000000, 31.000000, 260.182526, 0.053778, 0, -1
31.000000, 106.000000, 31.000000, 102.769867, 0.034034, 0, -1
33.000000, 106.000000, 31.000000, 277.781677, 0.033990, 0, -1
110.000000, 107.000000, 31.000000, 38.543106, 0.049236, 0, -1
36.000000, 109.000000, 31.000000, 221.660675, 0.043601, 0, -1
34.000000, 110.000000, 31.000000, 155.587006, 0.031751, 0, -1
39.000000, 112.000000, 31.000000, 196.323746, 0.052133, 0, -1
104.000000, 112.000000, 31.000000, 125.730804, 0.043520, 0, -1
45.000000, 115.000000, 31.000000, 321.765808, 0.032468, 0, -1
98.000000, 115.000000, 31.000000, 184.879639, 0.042430, 0, -1
100.000000, 115.000000, 31.000000, 339.029663, 0.045387, 0, -1
43.000000, 116.000000, 31.000000, 109.799149, 0.044810, 0, -1
47.000000, 117.000000, 31.000000, 61.667542, 0.028582, 0, -1
52.000000, 119.000000, 31.000000, 284.861877, 0.049226, 0, -1
95.000000, 119.000000, 31.000000, 132.588745, 0.036929, 0, -1
61.000000, 123.000000, 31.000000, 317.390350, 0.024246, 0, -1
60.000000, 126.000000, 31.000000, 87.133614, 0.033927, 0, -1
69.000000, 129.000000, 31.000000, 62.384476, 0.034022, 0, -1
78.000000, 10.800000, 37.200001, 160.811188, 0.026392, 1, -1
98.400002, 10.800000, 37.200001, 46.486870, 0.025454, 1, -1
74.400002, 14.400001, 37.200001, 174.277130, 0.024750, 1, -1
103.200005, 14.400001, 37.200001, 70.069893, 0.028080, 1, -1
72.000000, 16.800001, 37.200001, 187.032440, 0.025566, 1, -1
108.000008, 16.800001, 37.200001, 22.112482, 0.028681, 1, -1
114.000008, 20.400002, 37.200001, 347.455963, 0.026668, 1, -1
68.400002, 21.600000, 37.200001, 116.642616, 0.025738, 1, -1
118.800003, 24.000000, 37.200001, 64.377884, 0.028169, 1, -1
122.400002, 25.200001, 37.200001, 337.612488, 0.028822, 1, -1
63.600002, 26.400002, 37.200001, 134.686707, 0.024668, 1, -1
122.400002, 27.600000, 37.200001, 111.057556, 0.026073, 1, -1
127.200005, 28.800001, 37.200001, 336.985535, 0.027977, 1, -1
60.000004, 30.000002, 37.200001, 172.449738, 0.025927, 1, -1
132.000000, 33.600002, 37.200001, 37.638214, 0.025798, 1, -1
55.200001, 36.000000, 37.200001, 252.728592, 0.025405, 1, -1
135.600006, 37.200001, 37.200001, 46.043571, 0.029226, 1, -1
52.800003, 40.800003, 37.200001, 193.179047, 0.025338, 1, -1
140.400009, 42.000000, 37.200001, 48.492203, 0.019491, 1, -1
48.000000, 46.800003, 37.200001, 168.493271, 0.016308, 1, -1
52.800003, 49.200001, 37.200001, 138.710052, 0.026584, 1, -1
58.800003, 52.800003, 37.200001, 92.126060, 0.024693, 1, -1
63.600002, 56.400002, 37.200001, 79.703415, 0.023425, 1, -1
70.800003, 61.200001, 37.200001, 176.428574, 0.022286, 1, -1
74.400002, 61.200001, 37.200001, 284.600861, 0.024730, 1, -1
79.200005, 66.000000, 37.200001, 199.605194, 0.027190, 1, -1
85.200005, 69.600006, 37.200001, 32.796528, 0.025283, 1, -1
88.800003, 73.200005, 37.200001, 123.259583, 0.021895, 1, -1
92.400002, 74.400002, 37.200001, 97.864616, 0.021847, 1, -1
98.400002, 76.800003, 37.200001, 296.678802, 0.022820, 1, -1
109.200005, 84.000000, 37.200001, 222.069061, 0.027858, 1, -1
112.800003, 85.200005, 37.200001, 264.982178, 0.025260, 1, -1
120.000008, 87.600006, 37.200001, 325.024994, 0.021603, 1, -1
123.600006, 90.000000, 37.200001, 346.369843, 0.023830, 1, -1
120.000008, 94.800003, 37.200001, 12.863806, 0.024627, 1, -1
19.200001, 96.000000, 37.200001, 216.778534, 0.020224, 1, -1
116.400002, 99.600006, 37.200001, 64.548035, 0.027747, 1, -1
22.800001, 100.800003, 37.200001, 199.771912, 0.022850, 1, -1
27.600000, 102.000008, 37.200001, 229.108459, 0.027143, 1, -1
114.000008, 103.200005, 37.200001, 97.004517, 0.028635, 1, -1
109.200005, 106.800003, 37.200001, 120.577316, 0.025554, 1, -1
34.800003, 109.200005, 37.200001, 174.128311, 0.022179, 1, -1
39.600002, 111.600006, 37.200001, 217.799561, 0.029009, 1, -1
104.400002, 111.600006, 37.200001, 106.313820, 0.023724, 1, -1
99.600006, 115.200005, 37.200001, 136.350082, 0.024251, 1, -1
44.400002, 116.400002, 37.200001, 133.292068, 0.029017, 1, -1
51.600002, 118.800003, 37.200001, 324.657593, 0.027384, 1, -1
94.800003, 118.800003, 37.200001, 125.591110, 0.021489, 1, -1
88.800003, 122.400002, 37.200001, 137.625977, 0.015811, 1, -1
56.400002, 123.600006, 37.200001, 89.181297, 0.024943, 1, -1
60.000004, 123.600006, 37.200001, 3.150084, 0.014903, 1, -1
63.600002, 127.200005, 37.200001, 95.768303, 0.019084, 1, -1
82.800003, 127.200005, 37.200001, 61.474720, 0.014144, 1, -1
69.600006, 129.600006, 37.200001, 55.986813, 0.020465, 1, -1
77.760002, 11.520000, 44.640003, 140.757492, 0.011646, 2, -1
100.800003, 11.520000, 44.640003, 48.149223, 0.011584, 2, -1
102.240005, 14.400001, 44.640003, 49.237511, 0.012036, 2, -1
73.440002, 17.280001, 44.640003, 132.738129, 0.011042, 2, -1
66.240005, 21.600000, 44.640003, 180.279785, 0.013436, 2, -1
113.760002, 21.600000, 44.640003, 93.967926, 0.013371, 2, -1
119.520004, 23.040001, 44.640003, 318.924255, 0.012116, 2, -1
120.960007, 25.920002, 44.640003, 49.300396, 0.012456, 2, -1
63.360001, 27.360001, 44.640003, 107.644188, 0.012930, 2, -1
126.720001, 28.800001, 44.640003, 356.783844, 0.014308, 2, -1
60.480003, 30.240002, 44.640003, 281.691498, 0.014568, 2, -1
132.480011, 34.560001, 44.640003, 43.947533, 0.014895, 2, -1
54.720001, 36.000000, 44.640003, 226.008331, 0.014414, 2, -1
50.400002, 40.320000, 44.640003, 193.386292, 0.011754, 2, -1
48.960003, 46.080002, 44.640003, 167.551697, 0.013289, 2, -1
53.280003, 48.960003, 44.640003, 150.379807, 0.013691, 2, -1
57.600002, 53.280003, 44.640003, 116.330376, 0.012033, 2, -1
63.360001, 56.160004, 44.640003, 70.759537, 0.013744, 2, -1
70.560005, 60.480003, 44.640003, 208.175949, 0.013068, 2, -1
73.440002, 61.920002, 44.640003, 222.912750, 0.014664, 2, -1
79.200005, 64.800003, 44.640003, 259.693115, 0.013721, 2, -1
84.960007, 69.120003, 44.640003, 229.094910, 0.012739, 2, -1
92.160004, 73.440002, 44.640003, 1.080458, 0.011108, 2, -1
99.360001, 77.760002, 44.640003, 230.456024, 0.013660, 2, -1
103.680008, 80.639999, 44.640003, 214.049942, 0.014078, 2, -1
109.440002, 83.520004, 44.640003, 251.700531, 0.013618, 2, -1
112.320007, 84.960007, 44.640003, 273.434723, 0.012631, 2, -1
119.520004, 87.840004, 44.640003, 325.633850, 0.013492, 2, -1
123.840004, 89.280006, 44.640003, 344.699097, 0.009565, 2, -1
18.720001, 95.040001, 44.640003, 220.499695, 0.007145, 2, -1
119.520004, 95.040001, 44.640003, 14.486501, 0.014148, 2, -1
115.200005, 99.360001, 44.640003, 63.806461, 0.011470, 2, -1
21.600000, 100.800003, 44.640003, 201.953705, 0.008184, 2, -1
27.360001, 100.800003, 44.640003, 234.967865, 0.013902, 2, -1
113.760002, 102.240005, 44.640003, 77.060158, 0.013705, 2, -1
33.120003, 106.560005, 44.640003, 224.946487, 0.012870, 2, -1
109.440002, 106.560005, 44.640003, 101.971664, 0.014896, 2, -1
105.120003, 110.880005, 44.640003, 86.792068, 0.013457, 2, -1
34.560001, 112.320007, 44.640003, 129.667053, 0.003792, 2, -1
38.880001, 112.320007, 44.640003, 141.085114, 0.013367, 2, -1
44.640003, 116.640007, 44.640003, 175.667267, 0.013802, 2, -1
99.360001, 116.640007, 44.640003, 90.961609, 0.012527, 2, -1
95.040001, 118.080002, 44.640003, 139.968567, 0.012476, 2, -1
50.400002, 119.520004, 44.640003, 77.657143, 0.010466, 2, -1
57.600002, 122.400002, 44.640003, 2.957546, 0.009162, 2, -1
89.280006, 122.400002, 44.640003, 51.688091, 0.009117, 2, -1
63.360001, 126.720001, 44.640003, 58.840668, 0.011750, 2, -1
80.639999, 126.720001, 44.640003, 40.441940, 0.009722, 2, -1
76.320000, 129.600006, 44.640003, 49.693783, 0.012299, 2, -1
69.120003, 131.040009, 44.640003, 72.478928, 0.013250, 2, -1
101.952011, 13.824001, 53.568005, 53.827133, 0.002945, 3, -1
72.576004, 15.552002, 53.568005, 143.569946, 0.004026, 3, -1
108.864014, 17.280003, 53.568005, 32.316517, 0.004745, 3, -1
112.320007, 19.008001, 53.568005, 16.711227, 0.004437, 3, -1
67.392006, 20.736002, 53.568005, 180.150696, 0.005147, 3, -1
119.232010, 24.192001, 53.568005, 16.965097, 0.003337, 3, -1
62.208008, 25.920002, 53.568005, 263.896698, 0.005061, 3, -1
60.480007, 29.376003, 53.568005, 257.151031, 0.004984, 3, -1
126.144012, 29.376003, 53.568005, 37.103096, 0.004787, 3, -1
55.296005, 34.560005, 53.568005, 216.726898, 0.005572, 3, -1
133.056015, 34.560005, 53.568005, 38.600769, 0.004890, 3, -1
50.112003, 41.472004, 53.568005, 180.116318, 0.006777, 3, -1
139.968018, 41.472004, 53.568005, 44.913239, 0.003579, 3, -1
55.296005, 43.200005, 53.568005, 174.799500, 0.003963, 3, -1
48.384003, 46.656006, 53.568005, 164.654282, 0.005217, 3, -1
58.752007, 53.568005, 53.568005, 120.028931, 0.005246, 3, -1
63.936005, 55.296005, 53.568005, 83.369026, 0.005479, 3, -1
70.848007, 60.480007, 53.568005, 205.938034, 0.005153, 3, -1
79.488007, 65.664009, 53.568005, 317.420715, 0.004862, 3, -1
84.672005, 69.120010, 53.568005, 125.244904, 0.003724, 3, -1
91.584007, 72.576004, 53.568005, 298.175964, 0.004345, 3, -1
98.496010, 77.760010, 53.568005, 191.854416, 0.005234, 3, -1
103.680008, 81.216011, 53.568005, 234.779327, 0.003863, 3, -1
108.864014, 84.672005, 53.568005, 272.035797, 0.004213, 3, -1
112.320007, 84.672005, 53.568005, 298.150146, 0.005544, 3, -1
122.688011, 89.856010, 53.568005, 347.495056, 0.007859, 3, -1
19.008001, 95.040009, 53.568005, 220.702484, 0.002948, 3, -1
119.232010, 95.040009, 53.568005, 11.466340, 0.006164, 3, -1
20.736002, 100.224007, 53.568005, 203.378326, 0.003107, 3, -1
27.648003, 100.224007, 53.568005, 231.192795, 0.005323, 3, -1
114.048012, 101.952011, 53.568005, 51.288967, 0.003274, 3, -1
32.832005, 107.136009, 53.568005, 204.220154, 0.004805, 3, -1
110.592010, 107.136009, 53.568005, 82.491730, 0.004611, 3, -1
38.016003, 110.592010, 53.568005, 169.385391, 0.004184, 3, -1
105.408012, 110.592010, 53.568005, 108.341820, 0.005165, 3, -1
46.656006, 115.776009, 53.568005, 267.220032, 0.004979, 3, -1
50.112003, 117.504013, 53.568005, 263.216370, 0.003186, 3, -1
