#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1413394882805760512.0000000000,-1.0516909472,0.3626874258,1.3107838438,0.4152901805,0.5441961050,0.5791644582,-0.442666009146
1413394882855760384.0000000000,-1.0524840899,0.3624194883,1.3108103715,0.4152349552,0.5443537473,0.5790717028,-0.442645335272
1413394882905760512.0000000000,-1.0530694460,0.3622540670,1.3107938757,0.4153789040,0.5443891228,0.5789917527,-0.442571349537
1413394882955760384.0000000000,-1.0534169549,0.3620659482,1.3108053606,0.4153947965,0.5444578098,0.5789449888,-0.442533113241
1413394883005760512.0000000000,-1.0536540915,0.3619357957,1.3107673967,0.4152786315,0.5445172644,0.5789738708,-0.442531201001
1413394883055760384.0000000000,-1.0537739491,0.3618562739,1.3107816247,0.4152438132,0.5444944474,0.5790165703,-0.442536081822
1413394883105760512.0000000000,-1.0538496231,0.3617891972,1.3107729630,0.4152169809,0.5444929750,0.5790003899,-0.442584237659
1413394883155760384.0000000000,-1.0539150620,0.3618298018,1.3107757320,0.4153023290,0.5444512746,0.5789843287,-0.442576470513
1413394883205760512.0000000000,-1.0539355144,0.3618857821,1.3107835791,0.4153506940,0.5445012250,0.5788961301,-0.442585005934
1413394883255760384.0000000000,-1.0539289489,0.3619250764,1.3108281365,0.4153164038,0.5445720170,0.5788427482,-0.442599904928
1413394883305760512.0000000000,-1.0538682254,0.3619768252,1.3108420942,0.4152855653,0.5445895821,0.5788611809,-0.442583121581
1413394883355760384.0000000000,-1.0537763530,0.3619736470,1.3108937394,0.4151420980,0.5446119878,0.5789003205,-0.442638950069
1413394883405760512.0000000000,-1.0537504572,0.3620159636,1.3109193000,0.4151482978,0.5445570329,0.5789296309,-0.442662412318
1413394883455760384.0000000000,-1.0536604323,0.3620838178,1.3109501662,0.4151437946,0.5445224733,0.5789556951,-0.442675060214
1413394883505760512.0000000000,-1.0536265807,0.3621469739,1.3109590898,0.4152084182,0.5445154651,0.5789238065,-0.442664776009
1413394883555760384.0000000000,-1.0536178611,0.3622453987,1.3109944468,0.4152263606,0.5445533024,0.5789288568,-0.442594791113
1413394883605760512.0000000000,-1.0535971490,0.3621801556,1.3110306855,0.4150874625,0.5444592176,0.5793990233,-0.442225429644
1413394883655760384.0000000000,-1.0533996202,0.3620593003,1.3111322672,0.4149151440,0.5443669380,0.5794130987,-0.442482226887
1413394883705760512.0000000000,-1.0534077049,0.3620627616,1.3111433231,0.4148036185,0.5446236218,0.5789798327,-0.442837918452
1413394883755760384.0000000000,-1.0534149083,0.3619905960,1.3110741633,0.4149284736,0.5445467454,0.5791114181,-0.442643388501
1413394883805760512.0000000000,-1.0533409820,0.3619397211,1.3109213383,0.4150488472,0.5445291435,0.5791659090,-0.442480865375
1413394883855760384.0000000000,-1.0532858608,0.3619579215,1.3109170595,0.4149995282,0.5446501366,0.5789633491,-0.442643265811
1413394883905760512.0000000000,-1.0532719821,0.3620016256,1.3108576409,0.4150728944,0.5446571054,0.5788372151,-0.442730853061
1413394883955760384.0000000000,-1.0532320114,0.3619605492,1.3107426356,0.4150111453,0.5446376826,0.5790432855,-0.442543125058
1413394884005760512.0000000000,-1.0532444836,0.3620117745,1.3107359875,0.4151764537,0.5446208399,0.5788908681,-0.442608196772
