#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403715274312143104.0000000000,0.8687393558,2.2070275302,0.9257726725,0.4259596512,0.6262011737,-0.5441421096,0.361026079545
1403715274362142976.0000000000,0.8691033299,2.2061947719,0.9256472293,0.4259403229,0.6261063148,-0.5441748130,0.361164085649
1403715274412143104.0000000000,0.8693648353,2.2055550838,0.9255692117,0.4258371731,0.6261730257,-0.5442021227,0.361128915443
1403715274462142976.0000000000,0.8695852871,2.2051432993,0.9255480440,0.4258848709,0.6260224315,-0.5443200517,0.361156023422
1403715274512143104.0000000000,0.8697087755,2.2048731526,0.9255085442,0.4258841322,0.6262328711,-0.5440339412,0.361223155228
1403715274562142976.0000000000,0.8697613444,2.2047771590,0.9255325015,0.4260009065,0.6261932119,-0.5441235745,0.361019147279
1403715274612143104.0000000000,0.8697750289,2.2047088262,0.9255397116,0.4260703795,0.6262367730,-0.5440090116,0.361034252072
1403715274662142976.0000000000,0.8698110062,2.2046846689,0.9255249065,0.4259791602,0.6262786477,-0.5439174156,0.361207219538
1403715274712143104.0000000000,0.8697598745,2.2047787792,0.9256188575,0.4262045754,0.6260968063,-0.5439590617,0.361193837466
1403715274762142976.0000000000,0.8697574351,2.2048802415,0.9256004091,0.4261057224,0.6260827089,-0.5440007454,0.36127211891
1403715274812143104.0000000000,0.8697769664,2.2050028696,0.9256114190,0.4261366092,0.6260066783,-0.5440845900,0.361241176903
1403715274862142976.0000000000,0.8697276497,2.2050993607,0.9256334050,0.4262027941,0.6259287580,-0.5441196857,0.361245257209
1403715274912143104.0000000000,0.8697095377,2.2052939037,0.9256165910,0.4262176857,0.6259154849,-0.5441583043,0.361192511166
1403715274962142976.0000000000,0.8697107648,2.2054559648,0.9256241203,0.4262906082,0.6258756256,-0.5442420710,0.361049285853
1403715275012143104.0000000000,0.8696795453,2.2056134407,0.9256739613,0.4263311253,0.6258142510,-0.5442970316,0.361024980119
1403715275062142976.0000000000,0.8696018254,2.2057909216,0.9256932636,0.4263806245,0.6257926611,-0.5443083865,0.360986826351
