#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403715524912143104.0000000000,0.5493701398,2.0509640750,0.9455930356,0.2656202293,0.4116597639,-0.7031751512,0.515292964635
1403715524962142976.0000000000,0.5491333966,2.0503565652,0.9453359435,0.2656659227,0.4115273888,-0.7032155778,0.51531997529
1403715525012143104.0000000000,0.5489640733,2.0499457879,0.9451654031,0.2657705007,0.4114530940,-0.7032184722,0.515321426672
1403715525062142976.0000000000,0.5487788913,2.0496252245,0.9449970840,0.2658001352,0.4115288947,-0.7032196597,0.515243987942
1403715525112143104.0000000000,0.5486024796,2.0493540096,0.9449108527,0.2659336063,0.4113830342,-0.7033295670,0.515141569248
1403715525162142976.0000000000,0.5484760499,2.0491368486,0.9448253278,0.2658876242,0.4114090569,-0.7033250842,0.515150643146
1403715525212143104.0000000000,0.5484385574,2.0490520775,0.9447950415,0.2659377858,0.4111871746,-0.7034812052,0.515088725857
1403715525262142976.0000000000,0.5484558007,2.0490109208,0.9448013375,0.2657586109,0.4109784677,-0.7036069355,0.515176028408
1403715525312143104.0000000000,0.5485237270,2.0490429932,0.9447799416,0.2657458561,0.4110124459,-0.7036837488,0.51505057124
1403715525362142976.0000000000,0.5486226253,2.0490741364,0.9448130070,0.2657471031,0.4110361881,-0.7037562415,0.514931919596
1403715525412143104.0000000000,0.5486710351,2.0491532762,0.9448393193,0.2657915784,0.4110925767,-0.7037708387,0.514843992637
1403715525462142976.0000000000,0.5487357476,2.0492992642,0.9448284950,0.2658490354,0.4112574482,-0.7037765305,0.514674845762
1403715525512143104.0000000000,0.5487966247,2.0493318730,0.9448296062,0.2657775967,0.4112923625,-0.7037610199,0.514705050001
1403715525562142976.0000000000,0.5488244767,2.0493206712,0.9448401577,0.2657767769,0.4112312682,-0.7038390413,0.514647600605
1403715525612143104.0000000000,0.5488198967,2.0492442710,0.9448492958,0.2655669557,0.4112071292,-0.7039371064,0.514641077944
1403715525662142976.0000000000,0.5487810853,2.0491391023,0.9448933764,0.2653793865,0.4109748282,-0.7040839723,0.514722480335
1403715525712143104.0000000000,0.5487316211,2.0491806774,0.9449440279,0.2653945771,0.4111415874,-0.7039499269,0.514764814159
1403715525762142976.0000000000,0.5487214463,2.0492576861,0.9450276754,0.2655249469,0.4111870740,-0.7039160238,0.514707610374
1403715525812143104.0000000000,0.5487738394,2.0493633243,0.9450779536,0.2655641428,0.4113583724,-0.7038196968,0.514682241736
1403715525862142976.0000000000,0.5488467381,2.0495252173,0.9451635965,0.2656682543,0.4115403227,-0.7037233696,0.514614769009
1403715525912143104.0000000000,0.5488505835,2.0495642270,0.9453095493,0.2656633338,0.4114362199,-0.7036743715,0.514767528946
1403715525962142976.0000000000,0.5488248091,2.0496136763,0.9454040823,0.2656505507,0.4113506291,-0.7036346353,0.514896829347
1403715526012143104.0000000000,0.5488482442,2.0496963296,0.9454228536,0.2656661919,0.4113474414,-0.7036428510,0.514880078462
1403715526062142976.0000000000,0.5488689410,2.0497397200,0.9454688727,0.2656891910,0.4112803044,-0.7036102870,0.514966337702
1403715526112143104.0000000000,0.5488643892,2.0497385706,0.9454662604,0.2657061120,0.4112949590,-0.7036562490,0.514883095484
1403715526162142976.0000000000,0.5488512919,2.0497563596,0.9454354305,0.2657160954,0.4112774415,-0.7036326877,0.514924133808
1403715526212143104.0000000000,0.5488248660,2.0497630369,0.9453831708,0.2656881961,0.4112839633,-0.7036537193,0.514904580743
1403715526262142976.0000000000,0.5488269194,2.0497619200,0.9453534887,0.2657112912,0.4112393578,-0.7036872062,0.514882526524
1403715526312143104.0000000000,0.5488240058,2.0497301040,0.9453308199,0.2656756919,0.4112195505,-0.7036969588,0.514903387212
1403715526362142976.0000000000,0.5488345696,2.0497014455,0.9452973208,0.2657277742,0.4112586887,-0.7037101717,0.514827189698
1403715526412143104.0000000000,0.5488283078,2.0497133907,0.9452810556,0.2658150982,0.4112488682,-0.7036738241,0.514839636522
1403715526462142976.0000000000,0.5488261959,2.0497059167,0.9452665746,0.2658000936,0.4112332211,-0.7037016232,0.514821885381
1403715526512143104.0000000000,0.5488029175,2.0496570240,0.9452776596,0.2658237662,0.4112007227,-0.7036966264,0.51484245073
1403715526562142976.0000000000,0.5488030247,2.0496244113,0.9452984753,0.2658702840,0.4111426391,-0.7037243599,0.514826910328
1403715526612143104.0000000000,0.5488121997,2.0496170182,0.9453054212,0.2659181180,0.4111215271,-0.7037415966,0.514795502749
1403715526662142976.0000000000,0.5488183691,2.0495980223,0.9452732493,0.2659274830,0.4111290896,-0.7037504437,0.514772530855
1403715526712143104.0000000000,0.5488042596,2.0495858912,0.9452565810,0.2659706337,0.4111048092,-0.7037662870,0.514747968612
1403715526762142976.0000000000,0.5487852087,2.0495617738,0.9452710580,0.2659734831,0.4111105646,-0.7037690547,0.514738115602
1403715526812143104.0000000000,0.5487783535,2.0495536903,0.9452780391,0.2660086417,0.4110790267,-0.7037887918,0.514718149013
1403715526862142976.0000000000,0.5487694547,2.0495559992,0.9452931796,0.2660114088,0.4110666413,-0.7038032496,0.514706841395
1403715526912143104.0000000000,0.5487241155,2.0495867779,0.9456181758,0.2661083313,0.4109558934,-0.7038205532,0.514721515542
1403715526962142976.0000000000,0.5486979636,2.0495512639,0.9456150251,0.2660204891,0.4110106836,-0.7039126051,0.514597281069
1403715527012143104.0000000000,0.5486109761,2.0495907556,0.9454099812,0.2660146756,0.4110428694,-0.7038496080,0.51466074375
1403715527062142976.0000000000,0.5486056474,2.0497446702,0.9454128357,0.2660915143,0.4109944090,-0.7039226792,0.51455977635
1403715527112143104.0000000000,0.5484781821,2.0496812817,0.9453290283,0.2660125210,0.4110717643,-0.7038980161,0.514572566577
1403715527162142976.0000000000,0.5485065533,2.0496724305,0.9451883980,0.2661006918,0.4109915349,-0.7038977638,0.514591408946
1403715527212143104.0000000000,0.5485901196,2.0496591854,0.9451879106,0.2660800008,0.4110014682,-0.7040054698,0.51444681434
1403715527262142976.0000000000,0.5485327619,2.0496012587,0.9451411568,0.2660474613,0.4110205809,-0.7039819640,0.514480538788
1403715527312143104.0000000000,0.5485116793,2.0497292677,0.9453118254,0.2663243506,0.4110598804,-0.7038674434,0.514462571215
1403715527362142976.0000000000,0.5486095809,2.0496636010,0.9454802652,0.2662002934,0.4110439769,-0.7039504438,0.514425918429
1403715527412143104.0000000000,0.5485941481,2.0495772231,0.9455072021,0.2661548917,0.4111479104,-0.7039975219,0.514301913858
1403715527462142976.0000000000,0.5487631048,2.0497092586,0.9456547274,0.2662408965,0.4110957274,-0.7040656624,0.514205825463
1403715527512143104.0000000000,0.5488556604,2.0498124924,0.9457503209,0.2663083236,0.4110774556,-0.7040099338,0.514261815988
1403715527562142976.0000000000,0.5489060220,2.0498235313,0.9457693254,0.2663200477,0.4110109088,-0.7039709842,0.514362244363
1403715527612143104.0000000000,0.5490372638,2.0498760092,0.9458543333,0.2662631389,0.4110412077,-0.7040811867,0.514216636222
1403715527662142976.0000000000,0.5490603372,2.0498360759,0.9459497131,0.2662118638,0.4111428575,-0.7041577323,0.514057080855
