#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1413393213505760512.0000000000,-1.0805520923,0.4272539299,1.3077239102,0.4340338472,0.5668555860,0.5560183037,-0.425597239215
1413393213555760384.0000000000,-1.0818362344,0.4271738049,1.3075269095,0.4340269706,0.5668909070,0.5559887051,-0.42559587414
1413393213605760512.0000000000,-1.0827582610,0.4271218722,1.3073925543,0.4339999222,0.5669556090,0.5559333401,-0.425609593765
1413393213655760384.0000000000,-1.0833468104,0.4270903424,1.3073260358,0.4340064265,0.5669887467,0.5559014958,-0.425600410938
1413393213705760512.0000000000,-1.0836815634,0.4270210800,1.3072699609,0.4339531497,0.5670011669,0.5558911148,-0.425651746225
1413393213755760384.0000000000,-1.0838215671,0.4269766590,1.3072619064,0.4338671409,0.5670360002,0.5559042586,-0.425675855264
1413393213805760512.0000000000,-1.0838427606,0.4269659294,1.3071936351,0.4338748089,0.5670543975,0.5558931866,-0.42565799141
1413393213855760384.0000000000,-1.0837980369,0.4269336509,1.3072017875,0.4338701315,0.5670693422,0.5558668007,-0.425677307328
1413393213905760512.0000000000,-1.0836660433,0.4269000753,1.3072289116,0.4337524706,0.5671400686,0.5559162393,-0.425638428462
1413393213955760384.0000000000,-1.0835189941,0.4268026346,1.3073096465,0.4336432103,0.5671484807,0.5559856856,-0.425647840799
1413393214005760512.0000000000,-1.0834673236,0.4267965040,1.3075277790,0.4334920450,0.5672226280,0.5560400413,-0.425632012058
1413393214055760384.0000000000,-1.0833864065,0.4269143662,1.3074919164,0.4337779712,0.5673547272,0.5558013904,-0.425476320775
1413393214105760512.0000000000,-1.0833093800,0.4269814763,1.3075714677,0.4334948485,0.5675069359,0.5559143266,-0.425414333891
1413393214155760384.0000000000,-1.0832362302,0.4269947222,1.3075344194,0.4335965389,0.5674042077,0.5558702795,-0.4255052749
1413393214205760512.0000000000,-1.0831150302,0.4269364770,1.3075835202,0.4333725687,0.5675167425,0.5558485675,-0.425611717053
