#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403638519527829504.0000000000,4.4114848107,-1.6382993190,0.5566335472,0.5168054265,0.7809012394,-0.2896911447,0.197950615321
1403638519577829376.0000000000,4.4117223430,-1.6383497358,0.5565030977,0.5168002679,0.7809096436,-0.2896862709,0.197938061343
1403638519627829504.0000000000,4.4119381051,-1.6384016691,0.5564142755,0.5167891427,0.7809082410,-0.2897143265,0.197931579507
1403638519677829376.0000000000,4.4120858172,-1.6384694491,0.5563356162,0.5167515536,0.7809305733,-0.2897342002,0.197912518047
1403638519727829504.0000000000,4.4121811145,-1.6385157618,0.5562781838,0.5167334657,0.7809494262,-0.2897339123,0.197885772982
1403638519777829376.0000000000,4.4122267628,-1.6385318947,0.5562435635,0.5167254954,0.7809495921,-0.2897742156,0.197846913171
1403638519827829504.0000000000,4.4121863893,-1.6385343752,0.5562542470,0.5167106432,0.7809406892,-0.2898228566,0.197849596824
1403638519877829376.0000000000,4.4122001584,-1.6385562898,0.5562100697,0.5166669416,0.7809634586,-0.2898573343,0.197823339358
1403638519927829504.0000000000,4.4121636677,-1.6385266727,0.5562220406,0.5166864443,0.7809345942,-0.2899032465,0.197819072632
1403638519977829376.0000000000,4.4121296012,-1.6384938939,0.5562095640,0.5166655216,0.7809550159,-0.2899085875,0.197785269463
1403638520027829504.0000000000,4.4120761491,-1.6384616660,0.5561955235,0.5166655796,0.7809462002,-0.2899559476,0.197750498644
1403638520077829376.0000000000,4.4120325809,-1.6384421205,0.5561908291,0.5166615517,0.7809350071,-0.2899870764,0.197759579238
1403638520127829504.0000000000,4.4120039665,-1.6384345784,0.5561990170,0.5166657332,0.7809292265,-0.2900106023,0.197736981784
1403638520177829376.0000000000,4.4119689471,-1.6384299928,0.5562079993,0.5166398689,0.7809374057,-0.2900462577,0.197719959922
1403638520227829504.0000000000,4.4119255241,-1.6384288292,0.5562099064,0.5166215626,0.7809423638,-0.2900673862,0.197717214283
1403638520277829376.0000000000,4.4119022414,-1.6384292971,0.5562381933,0.5166083002,0.7809436023,-0.2900896915,0.197714251338
1403638520327829504.0000000000,4.4118440464,-1.6384462865,0.5563290931,0.5166186210,0.7809457101,-0.2900665342,0.197712933419
1403638520377829376.0000000000,4.4119220659,-1.6384779560,0.5562922494,0.5166337326,0.7809269140,-0.2901249375,0.197661989116
1403638520427829504.0000000000,4.4119466369,-1.6384952992,0.5563160635,0.5166374180,0.7809213102,-0.2901194647,0.197682527485
1403638520477829376.0000000000,4.4119496605,-1.6384785402,0.5563516989,0.5166455531,0.7809006033,-0.2901931292,0.19763493624
1403638520527829504.0000000000,4.4119552063,-1.6384793724,0.5563777482,0.5166240299,0.7808948820,-0.2902333710,0.197654712704
1403638520577829376.0000000000,4.4118906473,-1.6384580420,0.5564528330,0.5166168047,0.7808853695,-0.2902926414,0.197624136184
1403638520627829504.0000000000,4.4119498586,-1.6384631461,0.5564164153,0.5166037641,0.7808807509,-0.2903215640,0.197633987979
