#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403715523912143104,-0.00069813170079773186,0.019547687622336492,0.076794487087750496,9.2182509999999986,0.30237170833333332,-3.1544724166666662
1403715523917143040,-0.00069813170079773186,0.020943951023931952,0.072605696882964116,9.3163174999999985,0.29419949999999995,-3.2525389166666665
1403715523922142976,-0.0034906585039886592,0.023038346126325153,0.074700091985357306,9.2100787916666658,0.29419949999999995,-3.1789890416666662
1403715523927142912,-0.0027925268031909274,0.017453292519943295,0.07819075048934597,9.3244897083333331,0.30237170833333332,-3.2607111249999998
1403715523932143104,-0.0034906585039886592,0.022340214425527419,0.080285145591739146,9.2264232083333333,0.26968287499999999,-3.1953334583333328
1403715523937143040,-0.0027925268031909274,0.021642082724729686,0.080983277292536876,9.3244897083333331,0.34323275000000003,-3.2198500833333328
1403715523942142976,-0.00069813170079773186,0.024434609527920613,0.07749261878854824,9.2264232083333333,0.34323275000000003,-3.1789890416666662
1403715523947142912,0.0,0.018849555921538759,0.07819075048934597,9.2999730833333327,0.35957716666666667,-3.1789890416666662
1403715523952143104,0.0,0.020943951023931952,0.078888882190143686,9.2345954166666662,0.3350605416666666,-3.2116778749999999
1403715523957143040,-0.0020943951023931952,0.020245819323134219,0.07749261878854824,9.3081452916666674,0.36774937499999999,-3.2035056666666666
1403715523962142976,-0.0027925268031909274,0.024434609527920613,0.07958701389094143,9.2019065833333329,0.30237170833333332,-3.138128
1403715523967142912,-0.0013962634015954637,0.020245819323134219,0.076794487087750496,9.2918008749999998,0.34323275000000003,-3.1708168333333329
1403715523972143104,-0.0013962634015954637,0.021642082724729686,0.07609635538695278,9.2345954166666662,0.3105439166666667,-3.2035056666666666
1403715523977143040,-0.0034906585039886592,0.020245819323134219,0.075398223686155036,9.2918008749999998,0.35140495833333335,-3.2198500833333328
1403715523982142976,-0.0048869219055841231,0.023736477827122883,0.076794487087750496,9.2591120416666666,0.3105439166666667,-3.1871612499999999
1403715523987142912,-0.0027925268031909274,0.019547687622336492,0.075398223686155036,9.2754564583333323,0.34323275000000003,-3.1953334583333328
