#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520530308181901469,0.1045577128,-0.0792420275,0.0178416359,-0.3522450410,0.0000321145,9.9237603029
1520530308186917469,0.0957535505,-0.0827289761,0.0129614680,-0.3053449002,0.0096215851,9.9546723377
1520530308191934469,0.0874502217,-0.0891368572,0.0107635949,-0.2632550302,0.0312028346,9.9519173247
1520530308196949469,0.0816575876,-0.0993412223,0.0120492510,-0.1802778580,0.0192049679,9.9546078011
1520530308201966469,0.0753648219,-0.1069196814,0.0120031189,-0.1273648786,0.0275948298,9.9447874416
1520530308206981469,0.0723394271,-0.1133276803,0.0106070822,-0.1093263629,0.0503770929,9.9155360494
1520530308211997469,0.0673078208,-0.1168233500,0.0095075560,-0.1153392015,0.0707629484,9.8388731950
1520530308217014469,0.0617842137,-0.1147931087,0.0122388445,-0.0576159513,0.0899446995,9.8196983396
1520530308222029469,0.0585267849,-0.1089717971,0.0141831949,-0.0263491907,0.1510984260,9.8053886443
1520530308227046469,0.0572838829,-0.0999437396,0.0158777195,-0.0600210867,0.2242486143,9.7184842597
1520530308232062469,0.0580584478,-0.0883040886,0.0219172525,-0.0347671647,0.2362380517,9.6705788580
1520530308237077469,0.0573316844,-0.0728814001,0.0296117613,-0.0359697325,0.2350390049,9.6066738149
1520530308242094469,0.0568550791,-0.0571621296,0.0354142051,-0.0263491907,0.2434322386,9.5775183902
1520530308247109469,0.0558831759,-0.0373695001,0.0434130728,-0.1297700141,0.2338471699,9.4878871513
1520530308252126469,0.0591794402,-0.0193184049,0.0494968464,-0.2548370562,0.2098741021,9.4077777872
1520530308257141469,0.0624735131,0.0002034530,0.0504513634,-0.3005346293,0.1163447082,9.4025030680
1520530308262157469,0.0642571075,0.0170993458,0.0524708566,-0.3486373378,0.0815733823,9.3925458855
1520530308267175469,0.0642780503,0.0328355671,0.0520498114,-0.3161680096,0.0072241472,9.4353016744
1520530308272190469,0.0695570429,0.0345881271,0.0512417110,-0.1682521809,-0.0491469729,9.6082385045
1520530308277206469,0.0687907383,0.0249699571,0.0519813870,-0.1033135244,-0.0515503113,9.7238231655
1520530308282221469,0.0675069698,0.0060345695,0.0499453988,-0.0263491907,-0.0719416928,9.7498232316
1520530308287237469,0.0682381201,-0.0108661661,0.0500856056,0.0506151429,-0.0251812105,9.8303785806
1520530308292254469,0.0682106693,-0.0300931743,0.0483156066,0.1335923151,0.0443624715,9.8829617319
1520530308297269469,0.0706984885,-0.0499121651,0.0503241368,0.1167563671,0.1438924379,9.9051092827
1520530308302286469,0.0726910609,-0.0630236812,0.0502203641,0.1275794765,0.2122425991,9.9095858607
1520530308307302469,0.0741868378,-0.0738130591,0.0533818604,0.1528333985,0.2530114066,9.8291123641
1520530308312316469,0.0792072238,-0.0790611105,0.0552263317,0.1516308308,0.2901848534,9.8558171306
1520530308317334469,0.0842298093,-0.0828529677,0.0573524642,0.1780873205,0.3141656014,9.8474012249
1520530308322350469,0.0869970837,-0.0822763999,0.0600572354,0.1155537994,0.3525429652,9.7991624229
1520530308327366469,0.0925333577,-0.0764458149,0.0598208833,0.0349817626,0.3297655724,9.7430238253
1520530308332382469,0.0940517554,-0.0679921592,0.0588003689,-0.0275517585,0.2985927917,9.6797449736
1520530308337397469,0.0963256334,-0.0583726700,0.0577873466,-0.1442008266,0.2542336811,9.6518700308
1520530308342414469,0.1036304630,-0.0437918472,0.0546384151,-0.2788884105,0.1679060605,9.6230494467
1520530308347429469,0.1079183032,-0.0286221526,0.0487940716,-0.3486373378,0.0863699440,9.6354292946
1520530308352446469,0.1084305922,-0.0169461785,0.0413067764,-0.4231965360,0.0456049765,9.6059790228
1520530308357460469,0.1104457501,-0.0075948625,0.0316345291,-0.3606630150,-0.0287466001,9.6403071776
1520530308362477469,0.1117011544,-0.0046637710,0.0254318708,-0.2921166553,-0.0575313089,9.7291531380
1520530308367493469,0.1104315661,-0.0081331972,0.0151267833,-0.2740781396,-0.0455413095,9.7696409071
1520530308372509469,0.1096667278,-0.0113168695,0.0069873527,-0.2716730042,-0.0299526713,9.8091151900
1520530308377526469,0.1094033423,-0.0156673398,-0.0006208120,-0.1790752903,-0.0275616023,9.7989144104
1520530308382542469,0.1041099737,-0.0241042616,-0.0063569441,-0.1237571755,0.0371876722,9.7948264016
1520530308387557469,0.1015792181,-0.0345834342,-0.0107610422,-0.0985032535,0.0395839862,9.8457125907
1520530308392573469,0.0998048680,-0.0427290500,-0.0159603936,-0.0479954096,0.0467748950,9.8882132886
1520530308397589469,0.0950146184,-0.0532163930,-0.0176548323,-0.0455902742,0.0899437629,9.9067420856
1520530308402606469,0.0912310577,-0.0634155999,-0.0179961853,-0.0756544670,0.0839504023,9.9744449080
1520530308407621469,0.0841774486,-0.0744836844,-0.0207730533,-0.0516031127,0.1043339163,9.9579209128
1520530308412636469,0.0781342724,-0.0808855804,-0.0248689482,-0.1153392015,0.0635681059,9.9330138713
1520530308417654469,0.0695811423,-0.0855423392,-0.0281351998,-0.1658470455,0.0287969673,9.9800251527
1520530308422670469,0.0622885601,-0.0849434861,-0.0351514119,-0.2211651602,-0.0131686391,9.9224973144
1520530308427685469,0.0547482937,-0.0790881551,-0.0464558761,-0.2728755719,-0.0875113180,9.8661280771
1520530308432701469,0.0477086020,-0.0743967085,-0.0583112579,-0.2259754311,-0.0899132516,9.8807817900
1520530308437718469,0.0378996561,-0.0717387522,-0.0728825263,-0.2019240768,-0.1150970737,9.9131122757
1520530308442733469,0.0275847605,-0.0746311391,-0.0823547279,-0.1718598840,-0.1150994152,9.9151439372
1520530308447749469,0.0175164632,-0.0783859262,-0.0961627998,-0.1297700141,-0.1139035528,9.8996252195
1520530308452765469,0.0056863886,-0.0847667769,-0.1089054288,-0.0828698733,-0.1019158014,9.8945084531
1520530308457782469,-0.0038758807,-0.0864838607,-0.1218872348,-0.1225546078,-0.0587436553,9.9064740633
