#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520531467566265223,-0.2143494012,0.0597384577,0.0849691160,0.0890973097,-0.1379034074,9.9242475970
1520531467571282223,-0.2221319220,0.0652709831,0.0852963690,0.0734639294,-0.1438978920,9.7895969107
1520531467576297223,-0.2291517059,0.0763357394,0.0872877357,0.0253612209,-0.1259070392,9.6959139126
1520531467581313223,-0.2323962875,0.0917734688,0.0890349020,-0.0179312168,-0.1055182803,9.6103167632
1520531467586328223,-0.2326285762,0.1072233062,0.0867182792,-0.0960981181,-0.1223001583,9.4542045288
1520531467591344223,-0.2288385900,0.1229624612,0.0857491414,-0.2380011082,-0.1162934043,9.4056076888
1520531467596359223,-0.2280586462,0.1427798182,0.0848167274,-0.2428113791,-0.1630595062,9.3638629309
1520531467601375223,-0.2267816836,0.1617377871,0.0784657929,-0.3197757127,-0.2074217076,9.4541404045
1520531467606392223,-0.2199872375,0.1710756767,0.0744661416,-0.3305988221,-0.2433950774,9.5553873542
1520531467611406223,-0.2164712925,0.1713771808,0.0712152798,-0.2464190822,-0.2493973357,9.6591668028
1520531467616422223,-0.2086950599,0.1623531400,0.0689675286,-0.1742650194,-0.2661909212,9.7909652810
1520531467621439223,-0.2014339625,0.1445895518,0.0658423806,-0.0215389199,-0.2410208671,9.8847499869
1520531467626455223,-0.1896550806,0.1201142368,0.0669864349,0.0866921743,-0.1918645392,9.9859172569
1520531467631471223,-0.1753663821,0.0918453515,0.0705318349,0.1600488048,-0.1618917418,10.0095790380
1520531467636486223,-0.1613247131,0.0673672804,0.0730244182,0.2261900290,-0.1379140847,9.9449939557
1520531467641502223,-0.1412461052,0.0484337058,0.0733836716,0.2466336801,-0.1331191152,9.8669266474
1520531467646517223,-0.1209082322,0.0364985572,0.0719019910,0.2995466595,-0.1199326916,9.7222929119
1520531467651533223,-0.0987997453,0.0312579292,0.0734441792,0.3296108523,-0.1499135437,9.6069772675
1520531467656550223,-0.0739221727,0.0306856357,0.0731229816,0.3139774720,-0.1858865388,9.4990851257
